,Ticker,Date,Metric,Value
4671,SCHW,2023-12-31,General And Administrative Expense,6315000000.0
4672,SCHW,2023-12-31,Other Gand A,
4673,SCHW,2023-12-31,Salaries And Wages,6315000000.0
4674,SCHW,2023-12-31,Total Revenue,18837000000.0
4675,SCHW,2023-12-31,Operating Revenue,18837000000.0
4676,SCHW,2023-12-31,Occupancy And Equipment,1254000000.0
4677,SCHW,2023-12-31,Professional Expense And Contract Services Expense,1058000000.0
4678,SCHW,2023-12-31,Other Non Interest Expense,2097000000.0
19724,SHW,2023-12-31,Tax Effect Of Unusual Items,-25311200.0
19725,SHW,2023-12-31,Tax Rate For Calcs,0.232
19726,SHW,2023-12-31,Normalized EBITDA,4259000000.0
19727,SHW,2023-12-31,Total Unusual Items,-109100000.0
19728,SHW,2023-12-31,Total Unusual Items Excluding Goodwill,-109100000.0
19729,SHW,2023-12-31,Net Income From Continuing Operation Net Minority Interest,2388800000.0
19730,SHW,2023-12-31,Reconciled Depreciation,622500000.0
19731,SHW,2023-12-31,Reconciled Cost Of Revenue,12293800000.0
19732,SHW,2023-12-31,EBITDA,4149900000.0
19733,SHW,2023-12-31,EBIT,3527400000.0
19734,SHW,2023-12-31,Net Interest Income,-407300000.0
19735,SHW,2023-12-31,Interest Expense,417500000.0
19736,SHW,2023-12-31,Interest Income,25200000.0
19737,SHW,2023-12-31,Normalized Income,2472588800.0
19738,SHW,2023-12-31,Net Income From Continuing And Discontinued Operation,2388800000.0
19739,SHW,2023-12-31,Total Expenses,19445500000.0
19740,SHW,2023-12-31,Diluted Average Shares,258300000.0
19741,SHW,2023-12-31,Basic Average Shares,255400000.0
19742,SHW,2023-12-31,Diluted EPS,9.25
19743,SHW,2023-12-31,Basic EPS,9.35
19744,SHW,2023-12-31,Diluted NI Availto Com Stockholders,2388800000.0
19745,SHW,2023-12-31,Net Income Common Stockholders,2388800000.0
19746,SHW,2023-12-31,Net Income,2388800000.0
19747,SHW,2023-12-31,Net Income Including Noncontrolling Interests,2388800000.0
19748,SHW,2023-12-31,Net Income Discontinuous Operations,
19749,SHW,2023-12-31,Net Income Continuous Operations,2388800000.0
19750,SHW,2023-12-31,Tax Provision,721100000.0
19751,SHW,2023-12-31,Pretax Income,3109900000.0
19752,SHW,2023-12-31,Other Income Expense,-89200000.0
19753,SHW,2023-12-31,Other Non Operating Income Expenses,19900000.0
19754,SHW,2023-12-31,Special Income Charges,-51500000.0
19755,SHW,2023-12-31,Gain On Sale Of Ppe,-900000.0
19756,SHW,2023-12-31,Gain On Sale Of Business,20100000.0
19757,SHW,2023-12-31,Other Special Charges,12800000.0
19758,SHW,2023-12-31,Impairment Of Capital Assets,57900000.0
19759,SHW,2023-12-31,Gain On Sale Of Security,-57600000.0
19760,SHW,2023-12-31,Net Non Operating Interest Income Expense,-407300000.0
19761,SHW,2023-12-31,Total Other Finance Cost,15000000.0
19762,SHW,2023-12-31,Interest Expense Non Operating,417500000.0
19763,SHW,2023-12-31,Interest Income Non Operating,25200000.0
19764,SHW,2023-12-31,Operating Income,3606400000.0
19765,SHW,2023-12-31,Operating Expense,7151700000.0
19766,SHW,2023-12-31,Other Operating Expenses,80700000.0
19767,SHW,2023-12-31,Depreciation Amortization Depletion Income Statement,
19768,SHW,2023-12-31,Depreciation And Amortization In Income Statement,
19769,SHW,2023-12-31,Amortization,
19770,SHW,2023-12-31,Amortization Of Intangibles Income Statement,
19771,SHW,2023-12-31,Selling General And Administration,7071000000.0
19772,SHW,2023-12-31,General And Administrative Expense,7071000000.0
19773,SHW,2023-12-31,Other Gand A,7071000000.0
19774,SHW,2023-12-31,Salaries And Wages,-21100000.0
19775,SHW,2023-12-31,Gross Profit,10758100000.0
19776,SHW,2023-12-31,Cost Of Revenue,12293800000.0
19777,SHW,2023-12-31,Total Revenue,23051900000.0
19778,SHW,2023-12-31,Operating Revenue,23051900000.0
19878,SJM,2024-04-30,Tax Effect Of Unusual Items,-36204300.0
19879,SJM,2024-04-30,Tax Rate For Calcs,0.253
19880,SJM,2024-04-30,Normalized EBITDA,1834600000.0
19881,SJM,2024-04-30,Total Unusual Items,-143100000.0
19882,SJM,2024-04-30,Total Unusual Items Excluding Goodwill,-143100000.0
19883,SJM,2024-04-30,Net Income From Continuing Operation Net Minority Interest,744000000.0
19884,SJM,2024-04-30,Reconciled Depreciation,430800000.0
19885,SJM,2024-04-30,Reconciled Cost Of Revenue,4823600000.0
19886,SJM,2024-04-30,EBITDA,1691500000.0
19887,SJM,2024-04-30,EBIT,1260700000.0
19888,SJM,2024-04-30,Net Interest Income,-283800000.0
19889,SJM,2024-04-30,Interest Expense,264300000.0
19890,SJM,2024-04-30,Normalized Income,850895700.0
19891,SJM,2024-04-30,Net Income From Continuing And Discontinued Operation,744000000.0
19892,SJM,2024-04-30,Total Expenses,6729800000.0
19893,SJM,2024-04-30,Total Operating Income As Reported,1305800000.0
19894,SJM,2024-04-30,Diluted Average Shares,104400000.0
19895,SJM,2024-04-30,Basic Average Shares,104100000.0
19896,SJM,2024-04-30,Diluted EPS,7.13
19897,SJM,2024-04-30,Basic EPS,7.14
19898,SJM,2024-04-30,Diluted NI Availto Com Stockholders,743800000.0
19899,SJM,2024-04-30,Net Income Common Stockholders,743800000.0
19900,SJM,2024-04-30,Otherunder Preferred Stock Dividend,200000.0
19901,SJM,2024-04-30,Net Income,744000000.0
19902,SJM,2024-04-30,Net Income Including Noncontrolling Interests,744000000.0
19903,SJM,2024-04-30,Net Income Continuous Operations,744000000.0
19904,SJM,2024-04-30,Tax Provision,252400000.0
19905,SJM,2024-04-30,Pretax Income,996400000.0
19906,SJM,2024-04-30,Other Income Expense,-168700000.0
19907,SJM,2024-04-30,Other Non Operating Income Expenses,-25600000.0
19908,SJM,2024-04-30,Special Income Charges,-143100000.0
19909,SJM,2024-04-30,Gain On Sale Of Business,-12900000.0
19910,SJM,2024-04-30,Impairment Of Capital Assets,0.0
19911,SJM,2024-04-30,Restructuring And Mergern Acquisition,130200000.0
19912,SJM,2024-04-30,Net Non Operating Interest Income Expense,-283800000.0
19913,SJM,2024-04-30,Total Other Finance Cost,19500000.0
19914,SJM,2024-04-30,Interest Expense Non Operating,264300000.0
19915,SJM,2024-04-30,Operating Income,1448900000.0
19916,SJM,2024-04-30,Operating Expense,1666500000.0
19917,SJM,2024-04-30,Other Operating Expenses,29200000.0
19918,SJM,2024-04-30,Depreciation Amortization Depletion Income Statement,191100000.0
19919,SJM,2024-04-30,Depreciation And Amortization In Income Statement,191100000.0
19920,SJM,2024-04-30,Amortization,191100000.0
19921,SJM,2024-04-30,Amortization Of Intangibles Income Statement,191100000.0
19922,SJM,2024-04-30,Selling General And Administration,1446200000.0
19923,SJM,2024-04-30,Gross Profit,3115400000.0
19924,SJM,2024-04-30,Cost Of Revenue,5063300000.0
19925,SJM,2024-04-30,Total Revenue,8178700000.0
19926,SJM,2024-04-30,Operating Revenue,8178700000.0
19522,SLB,2023-12-31,Tax Effect Of Unusual Items,-1710000.0
19523,SLB,2023-12-31,Tax Rate For Calcs,0.19
19524,SLB,2023-12-31,Normalized EBITDA,7553000000.0
19525,SLB,2023-12-31,Total Unusual Items,-9000000.0
19526,SLB,2023-12-31,Total Unusual Items Excluding Goodwill,-9000000.0
19527,SLB,2023-12-31,Net Income From Continuing Operation Net Minority Interest,4203000000.0
19528,SLB,2023-12-31,Reconciled Depreciation,1759000000.0
19529,SLB,2023-12-31,Reconciled Cost Of Revenue,26572000000.0
19530,SLB,2023-12-31,EBITDA,7544000000.0
19531,SLB,2023-12-31,EBIT,5785000000.0
19532,SLB,2023-12-31,Net Interest Income,-403000000.0
19533,SLB,2023-12-31,Interest Expense,503000000.0
19534,SLB,2023-12-31,Interest Income,100000000.0
19535,SLB,2023-12-31,Normalized Income,4210290000.0
19536,SLB,2023-12-31,Net Income From Continuing And Discontinued Operation,4203000000.0
19537,SLB,2023-12-31,Total Expenses,27647000000.0
19538,SLB,2023-12-31,Diluted Average Shares,1443000000.0
19539,SLB,2023-12-31,Basic Average Shares,1425000000.0
19540,SLB,2023-12-31,Diluted EPS,2.91
19541,SLB,2023-12-31,Basic EPS,2.95
19542,SLB,2023-12-31,Diluted NI Availto Com Stockholders,4203000000.0
19543,SLB,2023-12-31,Net Income Common Stockholders,4203000000.0
19544,SLB,2023-12-31,Net Income,4203000000.0
19545,SLB,2023-12-31,Minority Interests,-72000000.0
19546,SLB,2023-12-31,Net Income Including Noncontrolling Interests,4275000000.0
19547,SLB,2023-12-31,Net Income Continuous Operations,4275000000.0
19548,SLB,2023-12-31,Tax Provision,1007000000.0
19549,SLB,2023-12-31,Pretax Income,5282000000.0
19550,SLB,2023-12-31,Other Income Expense,197000000.0
19551,SLB,2023-12-31,Other Non Operating Income Expenses,
19552,SLB,2023-12-31,Special Income Charges,-9000000.0
19553,SLB,2023-12-31,Gain On Sale Of Ppe,0.0
19554,SLB,2023-12-31,Gain On Sale Of Business,36000000.0
19555,SLB,2023-12-31,Other Special Charges,
19556,SLB,2023-12-31,Write Off,
19557,SLB,2023-12-31,Impairment Of Capital Assets,
19558,SLB,2023-12-31,Restructuring And Mergern Acquisition,45000000.0
19559,SLB,2023-12-31,Earnings From Equity Interest,206000000.0
19560,SLB,2023-12-31,Gain On Sale Of Security,
19561,SLB,2023-12-31,Net Non Operating Interest Income Expense,-403000000.0
19562,SLB,2023-12-31,Interest Expense Non Operating,503000000.0
19563,SLB,2023-12-31,Interest Income Non Operating,100000000.0
19564,SLB,2023-12-31,Operating Income,5488000000.0
19565,SLB,2023-12-31,Operating Expense,1075000000.0
19566,SLB,2023-12-31,Research And Development,711000000.0
19567,SLB,2023-12-31,Selling General And Administration,364000000.0
19568,SLB,2023-12-31,General And Administrative Expense,364000000.0
19569,SLB,2023-12-31,Other Gand A,364000000.0
19570,SLB,2023-12-31,Gross Profit,6563000000.0
19571,SLB,2023-12-31,Cost Of Revenue,26572000000.0
19572,SLB,2023-12-31,Total Revenue,33135000000.0
19573,SLB,2023-12-31,Operating Revenue,33135000000.0
20434,SMCI,2024-06-30,Tax Effect Of Unusual Items,
20435,SMCI,2024-06-30,Tax Rate For Calcs,
20436,SMCI,2024-06-30,Normalized EBITDA,
20437,SMCI,2024-06-30,Net Income From Continuing Operation Net Minority Interest,
20438,SMCI,2024-06-30,Reconciled Depreciation,
20439,SMCI,2024-06-30,Reconciled Cost Of Revenue,
20440,SMCI,2024-06-30,EBITDA,
20441,SMCI,2024-06-30,EBIT,
20442,SMCI,2024-06-30,Net Interest Income,
20443,SMCI,2024-06-30,Interest Expense,
20444,SMCI,2024-06-30,Normalized Income,
20445,SMCI,2024-06-30,Net Income From Continuing And Discontinued Operation,
20446,SMCI,2024-06-30,Total Expenses,
20447,SMCI,2024-06-30,Total Operating Income As Reported,
20448,SMCI,2024-06-30,Diluted Average Shares,60215000.0
20449,SMCI,2024-06-30,Basic Average Shares,55588000.0
20450,SMCI,2024-06-30,Diluted EPS,20.09
20451,SMCI,2024-06-30,Basic EPS,21.73
20452,SMCI,2024-06-30,Diluted NI Availto Com Stockholders,
20453,SMCI,2024-06-30,Net Income Common Stockholders,
20454,SMCI,2024-06-30,Net Income,
20455,SMCI,2024-06-30,Net Income Including Noncontrolling Interests,
20456,SMCI,2024-06-30,Net Income Continuous Operations,
20457,SMCI,2024-06-30,Earnings From Equity Interest Net Of Tax,
20458,SMCI,2024-06-30,Tax Provision,
20459,SMCI,2024-06-30,Pretax Income,
20460,SMCI,2024-06-30,Other Income Expense,
20461,SMCI,2024-06-30,Other Non Operating Income Expenses,
20462,SMCI,2024-06-30,Net Non Operating Interest Income Expense,
20463,SMCI,2024-06-30,Interest Expense Non Operating,
20464,SMCI,2024-06-30,Operating Income,
20465,SMCI,2024-06-30,Operating Expense,
20466,SMCI,2024-06-30,Research And Development,
20467,SMCI,2024-06-30,Selling General And Administration,
20468,SMCI,2024-06-30,Selling And Marketing Expense,
20469,SMCI,2024-06-30,General And Administrative Expense,
20470,SMCI,2024-06-30,Other Gand A,
20471,SMCI,2024-06-30,Gross Profit,
20472,SMCI,2024-06-30,Cost Of Revenue,
20473,SMCI,2024-06-30,Total Revenue,
20474,SMCI,2024-06-30,Operating Revenue,
19976,SNA,2023-12-31,Tax Effect Of Unusual Items,-2431000.0
19977,SNA,2023-12-31,Tax Rate For Calcs,0.221
19978,SNA,2023-12-31,Normalized EBITDA,1488200000.0
19979,SNA,2023-12-31,Total Unusual Items,-11000000.0
19980,SNA,2023-12-31,Total Unusual Items Excluding Goodwill,-11000000.0
19981,SNA,2023-12-31,Net Income From Continuing Operation Net Minority Interest,1011100000.0
19982,SNA,2023-12-31,Reconciled Depreciation,99300000.0
19983,SNA,2023-12-31,Reconciled Cost Of Revenue,2381100000.0
19984,SNA,2023-12-31,EBITDA,1477200000.0
19985,SNA,2023-12-31,EBIT,1377900000.0
19986,SNA,2023-12-31,Net Interest Income,260800000.0
19987,SNA,2023-12-31,Interest Expense,49900000.0
19988,SNA,2023-12-31,Interest Income,418300000.0
19989,SNA,2023-12-31,Normalized Income,1019669000.0
19990,SNA,2023-12-31,Net Income From Continuing And Discontinued Operation,1011100000.0
19991,SNA,2023-12-31,Total Expenses,3690300000.0
19992,SNA,2023-12-31,Total Operating Income As Reported,1310400000.0
19993,SNA,2023-12-31,Diluted Average Shares,53900000.0
19994,SNA,2023-12-31,Basic Average Shares,52900000.0
19995,SNA,2023-12-31,Diluted EPS,18.76
19996,SNA,2023-12-31,Basic EPS,19.11
19997,SNA,2023-12-31,Diluted NI Availto Com Stockholders,1011100000.0
19998,SNA,2023-12-31,Net Income Common Stockholders,1011100000.0
19999,SNA,2023-12-31,Net Income,1011100000.0
20000,SNA,2023-12-31,Minority Interests,-23500000.0
20001,SNA,2023-12-31,Net Income Including Noncontrolling Interests,1034600000.0
20002,SNA,2023-12-31,Net Income Continuous Operations,1034600000.0
20003,SNA,2023-12-31,Earnings From Equity Interest Net Of Tax,0.0
20004,SNA,2023-12-31,Tax Provision,293400000.0
20005,SNA,2023-12-31,Pretax Income,1328000000.0
20006,SNA,2023-12-31,Other Income Expense,27300000.0
20007,SNA,2023-12-31,Other Non Operating Income Expenses,38300000.0
20008,SNA,2023-12-31,Special Income Charges,
20009,SNA,2023-12-31,Gain On Sale Of Security,-11000000.0
20010,SNA,2023-12-31,Net Non Operating Interest Income Expense,260800000.0
20011,SNA,2023-12-31,Total Other Finance Cost,107600000.0
20012,SNA,2023-12-31,Interest Expense Non Operating,49900000.0
20013,SNA,2023-12-31,Interest Income Non Operating,418300000.0
20014,SNA,2023-12-31,Operating Income,1039900000.0
20015,SNA,2023-12-31,Operating Expense,1309200000.0
20016,SNA,2023-12-31,Other Operating Expenses,1309200000.0
20017,SNA,2023-12-31,Gross Profit,2349100000.0
20018,SNA,2023-12-31,Cost Of Revenue,2381100000.0
20019,SNA,2023-12-31,Total Revenue,4730200000.0
20020,SNA,2023-12-31,Operating Revenue,4703200000.0
20510,SNPS,2023-10-31,Tax Effect Of Unusual Items,-5025984.0
20511,SNPS,2023-10-31,Tax Rate For Calcs,0.064
20512,SNPS,2023-10-31,Normalized EBITDA,1628611000.0
20513,SNPS,2023-10-31,Total Unusual Items,-78531000.0
20514,SNPS,2023-10-31,Total Unusual Items Excluding Goodwill,-78531000.0
20515,SNPS,2023-10-31,Net Income From Continuing Operation Net Minority Interest,1229888000.0
20516,SNPS,2023-10-31,Reconciled Depreciation,247120000.0
20517,SNPS,2023-10-31,Reconciled Cost Of Revenue,1003098000.0
20518,SNPS,2023-10-31,EBITDA,1550080000.0
20519,SNPS,2023-10-31,EBIT,1302960000.0
20520,SNPS,2023-10-31,Net Interest Income,35496000.0
20521,SNPS,2023-10-31,Interest Expense,1178000.0
20522,SNPS,2023-10-31,Interest Income,36674000.0
20523,SNPS,2023-10-31,Normalized Income,1303393016.0
20524,SNPS,2023-10-31,Net Income From Continuing And Discontinued Operation,1229888000.0
20525,SNPS,2023-10-31,Total Expenses,4496358000.0
20526,SNPS,2023-10-31,Total Operating Income As Reported,1269259000.0
20527,SNPS,2023-10-31,Diluted Average Shares,155195000.0
20528,SNPS,2023-10-31,Basic Average Shares,152146000.0
20529,SNPS,2023-10-31,Diluted EPS,7.92
20530,SNPS,2023-10-31,Basic EPS,8.08
20531,SNPS,2023-10-31,Diluted NI Availto Com Stockholders,1229888000.0
20532,SNPS,2023-10-31,Net Income Common Stockholders,1229888000.0
20533,SNPS,2023-10-31,Net Income,1229888000.0
20534,SNPS,2023-10-31,Minority Interests,11763000.0
20535,SNPS,2023-10-31,Net Income Including Noncontrolling Interests,1218125000.0
20536,SNPS,2023-10-31,Net Income Continuous Operations,1218125000.0
20537,SNPS,2023-10-31,Tax Provision,83657000.0
20538,SNPS,2023-10-31,Pretax Income,1301782000.0
20539,SNPS,2023-10-31,Other Income Expense,-79975000.0
20540,SNPS,2023-10-31,Other Non Operating Income Expenses,-1444000.0
20541,SNPS,2023-10-31,Special Income Charges,-77002000.0
20542,SNPS,2023-10-31,Restructuring And Mergern Acquisition,77002000.0
20543,SNPS,2023-10-31,Gain On Sale Of Security,-1529000.0
20544,SNPS,2023-10-31,Net Non Operating Interest Income Expense,35496000.0
20545,SNPS,2023-10-31,Interest Expense Non Operating,1178000.0
20546,SNPS,2023-10-31,Interest Income Non Operating,36674000.0
20547,SNPS,2023-10-31,Operating Income,1346261000.0
20548,SNPS,2023-10-31,Operating Expense,3274165000.0
20549,SNPS,2023-10-31,Depreciation Amortization Depletion Income Statement,28025000.0
20550,SNPS,2023-10-31,Depreciation And Amortization In Income Statement,28025000.0
20551,SNPS,2023-10-31,Amortization,28025000.0
20552,SNPS,2023-10-31,Amortization Of Intangibles Income Statement,28025000.0
20553,SNPS,2023-10-31,Research And Development,1946813000.0
20554,SNPS,2023-10-31,Selling General And Administration,1299327000.0
20555,SNPS,2023-10-31,Selling And Marketing Expense,889016000.0
20556,SNPS,2023-10-31,General And Administrative Expense,410311000.0
20557,SNPS,2023-10-31,Other Gand A,410311000.0
20558,SNPS,2023-10-31,Gross Profit,4620426000.0
20559,SNPS,2023-10-31,Cost Of Revenue,1222193000.0
20560,SNPS,2023-10-31,Total Revenue,5842619000.0
20561,SNPS,2023-10-31,Operating Revenue,5842619000.0
20055,SO,2023-12-31,Tax Effect Of Unusual Items,30552000.0
20056,SO,2023-12-31,Tax Rate For Calcs,0.114
20057,SO,2023-12-31,Normalized EBITDA,11509000000.0
20058,SO,2023-12-31,Total Unusual Items,268000000.0
20059,SO,2023-12-31,Total Unusual Items Excluding Goodwill,268000000.0
20060,SO,2023-12-31,Net Income From Continuing Operation Net Minority Interest,3976000000.0
20061,SO,2023-12-31,Reconciled Depreciation,4986000000.0
20062,SO,2023-12-31,Reconciled Cost Of Revenue,13084000000.0
20063,SO,2023-12-31,EBITDA,11777000000.0
20064,SO,2023-12-31,EBIT,6791000000.0
20065,SO,2023-12-31,Net Interest Income,-2446000000.0
20066,SO,2023-12-31,Interest Expense,2446000000.0
20067,SO,2023-12-31,Normalized Income,3738552000.0
20068,SO,2023-12-31,Net Income From Continuing And Discontinued Operation,3976000000.0
20069,SO,2023-12-31,Total Expenses,19427000000.0
20070,SO,2023-12-31,Total Operating Income As Reported,5826000000.0
20071,SO,2023-12-31,Diluted Average Shares,1098000000.0
20072,SO,2023-12-31,Basic Average Shares,1092000000.0
20073,SO,2023-12-31,Diluted EPS,3.62
20074,SO,2023-12-31,Basic EPS,3.64
20075,SO,2023-12-31,Diluted NI Availto Com Stockholders,3976000000.0
20076,SO,2023-12-31,Net Income Common Stockholders,3976000000.0
20077,SO,2023-12-31,Preferred Stock Dividends,
20078,SO,2023-12-31,Net Income,3976000000.0
20079,SO,2023-12-31,Minority Interests,127000000.0
20080,SO,2023-12-31,Net Income Including Noncontrolling Interests,3849000000.0
20081,SO,2023-12-31,Net Income Continuous Operations,3849000000.0
20082,SO,2023-12-31,Tax Provision,496000000.0
20083,SO,2023-12-31,Pretax Income,4345000000.0
20084,SO,2023-12-31,Other Income Expense,965000000.0
20085,SO,2023-12-31,Other Non Operating Income Expenses,553000000.0
20086,SO,2023-12-31,Special Income Charges,268000000.0
20087,SO,2023-12-31,Gain On Sale Of Business,
20088,SO,2023-12-31,Other Special Charges,-268000000.0
20089,SO,2023-12-31,Write Off,0.0
20090,SO,2023-12-31,Impairment Of Capital Assets,
20091,SO,2023-12-31,Earnings From Equity Interest,144000000.0
20092,SO,2023-12-31,Net Non Operating Interest Income Expense,-2446000000.0
20093,SO,2023-12-31,Interest Expense Non Operating,2446000000.0
20094,SO,2023-12-31,Operating Income,5826000000.0
20095,SO,2023-12-31,Operating Expense,5882000000.0
20096,SO,2023-12-31,Other Operating Expenses,-68000000.0
20097,SO,2023-12-31,Other Taxes,1425000000.0
20098,SO,2023-12-31,Depreciation Amortization Depletion Income Statement,4525000000.0
20099,SO,2023-12-31,Depreciation And Amortization In Income Statement,4525000000.0
20100,SO,2023-12-31,Gross Profit,11708000000.0
20101,SO,2023-12-31,Cost Of Revenue,13545000000.0
20102,SO,2023-12-31,Total Revenue,25253000000.0
20103,SO,2023-12-31,Operating Revenue,24304000000.0
20021,SOLV,2023-12-31,Tax Effect Of Unusual Items,0.0
20022,SOLV,2023-12-31,Tax Rate For Calcs,0.193
20023,SOLV,2023-12-31,Normalized EBITDA,2041000000.0
20024,SOLV,2023-12-31,Net Income From Continuing Operation Net Minority Interest,692000000.0
20025,SOLV,2023-12-31,Reconciled Depreciation,561000000.0
20026,SOLV,2023-12-31,Reconciled Cost Of Revenue,3681000000.0
20027,SOLV,2023-12-31,EBITDA,2041000000.0
20028,SOLV,2023-12-31,EBIT,1480000000.0
20029,SOLV,2023-12-31,Normalized Income,692000000.0
20030,SOLV,2023-12-31,Net Income From Continuing And Discontinued Operation,692000000.0
20031,SOLV,2023-12-31,Total Expenses,6761000000.0
20032,SOLV,2023-12-31,Rent Expense Supplemental,481000000.0
20033,SOLV,2023-12-31,Total Operating Income As Reported,1480000000.0
20034,SOLV,2023-12-31,Diluted Average Shares,172466022.0
20035,SOLV,2023-12-31,Basic Average Shares,172466022.0
20036,SOLV,2023-12-31,Diluted EPS,4.01
20037,SOLV,2023-12-31,Basic EPS,4.01
20038,SOLV,2023-12-31,Diluted NI Availto Com Stockholders,692000000.0
20039,SOLV,2023-12-31,Net Income Common Stockholders,692000000.0
20040,SOLV,2023-12-31,Net Income,692000000.0
20041,SOLV,2023-12-31,Net Income Including Noncontrolling Interests,692000000.0
20042,SOLV,2023-12-31,Net Income Continuous Operations,692000000.0
20043,SOLV,2023-12-31,Tax Provision,218000000.0
20044,SOLV,2023-12-31,Pretax Income,910000000.0
20045,SOLV,2023-12-31,Other Income Expense,-570000000.0
20046,SOLV,2023-12-31,Other Non Operating Income Expenses,-570000000.0
20047,SOLV,2023-12-31,Operating Income,1480000000.0
20048,SOLV,2023-12-31,Operating Expense,3080000000.0
20049,SOLV,2023-12-31,Research And Development,759000000.0
20050,SOLV,2023-12-31,Selling General And Administration,2321000000.0
20051,SOLV,2023-12-31,Gross Profit,4560000000.0
20052,SOLV,2023-12-31,Cost Of Revenue,3681000000.0
20053,SOLV,2023-12-31,Total Revenue,8241000000.0
20054,SOLV,2023-12-31,Operating Revenue,8241000000.0
19779,SPG,2023-12-31,Tax Effect Of Unusual Items,11250313.932532
19780,SPG,2023-12-31,Tax Rate For Calcs,0.030336
19781,SPG,2023-12-31,Normalized EBITDA,4516269000.0
19782,SPG,2023-12-31,Total Unusual Items,370855000.0
19783,SPG,2023-12-31,Total Unusual Items Excluding Goodwill,370855000.0
19784,SPG,2023-12-31,Net Income From Continuing Operation Net Minority Interest,2283126000.0
19785,SPG,2023-12-31,Reconciled Depreciation,1333584000.0
19786,SPG,2023-12-31,Reconciled Cost Of Revenue,956909000.0
19787,SPG,2023-12-31,EBITDA,4887124000.0
19788,SPG,2023-12-31,EBIT,3553540000.0
19789,SPG,2023-12-31,Net Interest Income,-854648000.0
19790,SPG,2023-12-31,Interest Expense,854648000.0
19791,SPG,2023-12-31,Normalized Income,1923521313.932532
19792,SPG,2023-12-31,Net Income From Continuing And Discontinued Operation,2283126000.0
19793,SPG,2023-12-31,Total Expenses,2851814000.0
19794,SPG,2023-12-31,Total Operating Income As Reported,2807022000.0
19795,SPG,2023-12-31,Diluted Average Shares,326808000.0
19796,SPG,2023-12-31,Basic Average Shares,326808000.0
19797,SPG,2023-12-31,Diluted EPS,6.98
19798,SPG,2023-12-31,Basic EPS,6.98
19799,SPG,2023-12-31,Diluted NI Availto Com Stockholders,2279789000.0
19800,SPG,2023-12-31,Net Income Common Stockholders,2279789000.0
19801,SPG,2023-12-31,Preferred Stock Dividends,3337000.0
19802,SPG,2023-12-31,Net Income,2283126000.0
19803,SPG,2023-12-31,Minority Interests,-333892000.0
19804,SPG,2023-12-31,Net Income Including Noncontrolling Interests,2617018000.0
19805,SPG,2023-12-31,Net Income Continuous Operations,2617018000.0
19806,SPG,2023-12-31,Tax Provision,81874000.0
19807,SPG,2023-12-31,Pretax Income,2698892000.0
19808,SPG,2023-12-31,Other Income Expense,746518000.0
19809,SPG,2023-12-31,Special Income Charges,358963000.0
19810,SPG,2023-12-31,Gain On Sale Of Business,362019000.0
19811,SPG,2023-12-31,Other Special Charges,
19812,SPG,2023-12-31,Restructuring And Mergern Acquisition,3056000.0
19813,SPG,2023-12-31,Earnings From Equity Interest,375663000.0
19814,SPG,2023-12-31,Gain On Sale Of Security,11892000.0
19815,SPG,2023-12-31,Net Non Operating Interest Income Expense,-854648000.0
19816,SPG,2023-12-31,Interest Expense Non Operating,854648000.0
19817,SPG,2023-12-31,Operating Income,2807022000.0
19818,SPG,2023-12-31,Operating Expense,1823428000.0
19819,SPG,2023-12-31,Other Operating Expenses,395462000.0
19820,SPG,2023-12-31,Depreciation Amortization Depletion Income Statement,1262107000.0
19821,SPG,2023-12-31,Depreciation And Amortization In Income Statement,1262107000.0
19822,SPG,2023-12-31,Selling General And Administration,165859000.0
19823,SPG,2023-12-31,Selling And Marketing Expense,127346000.0
19824,SPG,2023-12-31,General And Administrative Expense,38513000.0
19825,SPG,2023-12-31,Other Gand A,38513000.0
19826,SPG,2023-12-31,Gross Profit,4630450000.0
19827,SPG,2023-12-31,Cost Of Revenue,1028386000.0
19828,SPG,2023-12-31,Total Revenue,5658836000.0
19829,SPG,2023-12-31,Operating Revenue,5290330000.0
19374,SPGI,2023-12-31,Tax Effect Of Unusual Items,-18020000.0
19375,SPGI,2023-12-31,Tax Rate For Calcs,0.212
19376,SPGI,2023-12-31,Normalized EBITDA,5233000000.0
19377,SPGI,2023-12-31,Total Unusual Items,-85000000.0
19378,SPGI,2023-12-31,Total Unusual Items Excluding Goodwill,-85000000.0
19379,SPGI,2023-12-31,Net Income From Continuing Operation Net Minority Interest,2626000000.0
19380,SPGI,2023-12-31,Reconciled Depreciation,1143000000.0
19381,SPGI,2023-12-31,Reconciled Cost Of Revenue,4141000000.0
19382,SPGI,2023-12-31,EBITDA,5148000000.0
19383,SPGI,2023-12-31,EBIT,4005000000.0
19384,SPGI,2023-12-31,Net Interest Income,-334000000.0
19385,SPGI,2023-12-31,Interest Expense,334000000.0
19386,SPGI,2023-12-31,Normalized Income,2692980000.0
19387,SPGI,2023-12-31,Net Income From Continuing And Discontinued Operation,2626000000.0
19388,SPGI,2023-12-31,Total Expenses,8443000000.0
19389,SPGI,2023-12-31,Total Operating Income As Reported,4020000000.0
19390,SPGI,2023-12-31,Diluted Average Shares,318900000.0
19391,SPGI,2023-12-31,Basic Average Shares,318400000.0
19392,SPGI,2023-12-31,Diluted EPS,8.23
19393,SPGI,2023-12-31,Basic EPS,8.25
19394,SPGI,2023-12-31,Diluted NI Availto Com Stockholders,2626000000.0
